Timestamp,Milliseconds,Millibars
2019-10-27 21:42:51,1,1011.83813
2019-10-27 21:42:52,1000,1011.8401
2019-10-27 21:42:53,2000,1011.8218
2019-10-27 21:42:54,3001,1011.844
2019-10-27 21:42:55,4000,1011.83325
2019-10-27 21:42:56,5001,1011.844
2019-10-27 21:42:57,6000,1011.84106
2019-10-27 21:42:58,7001,1011.82935
2019-10-27 21:42:59,8000,1011.84546
2019-10-27 21:43:00,9001,1011.8252
2019-10-27 21:43:01,10000,1011.84644
2019-10-27 21:43:02,11000,1011.83496
2019-10-27 21:43:03,12001,1011.8335
2019-10-27 21:43:04,13000,1011.8435
2019-10-27 21:43:05,14000,1011.84424
2019-10-27 21:43:06,15000,1011.82056
2019-10-27 21:43:07,16000,1011.834
2019-10-27 21:43:08,17000,1011.84155
2019-10-27 21:43:09,18001,1011.84326
2019-10-27 21:43:10,19000,1011.8413
2019-10-27 21:43:11,20001,1011.84546
2019-10-27 21:43:12,21000,1011.8469
2019-10-27 21:43:13,22000,1011.8262
2019-10-27 21:43:14,23001,1011.8369
2019-10-27 21:43:15,24000,1011.8274
2019-10-27 21:43:16,25001,1011.8352
2019-10-27 21:43:17,26000,1011.83716
2019-10-27 21:43:18,27000,1011.8401
2019-10-27 21:43:19,28001,1011.8347
2019-10-27 21:43:20,29000,1011.83276
2019-10-27 21:43:21,30000,1011.84204
2019-10-27 21:43:22,31000,1011.83154
2019-10-27 21:43:23,32001,1011.83057
2019-10-27 21:43:24,33000,1011.82983
2019-10-27 21:43:25,34000,1011.8196
2019-10-27 21:43:26,35001,1011.8345
2019-10-27 21:43:27,36000,1011.81177
2019-10-27 21:43:28,37000,1011.8274
2019-10-27 21:43:29,38000,1011.83154
2019-10-27 21:43:30,39000,1011.8428
2019-10-27 21:43:31,40000,1011.8413
2019-10-27 21:43:32,41000,1011.82275
2019-10-27 21:43:33,42001,1011.8335
2019-10-27 21:43:34,43000,1011.8274
2019-10-27 21:43:35,44000,1011.82764
2019-10-27 21:43:36,45000,1011.84204
2019-10-27 21:43:37,46000,1011.83813
2019-10-27 21:43:38,47001,1011.844
2019-10-27 21:43:39,48000,1011.8196
2019-10-27 21:43:40,49000,1011.82886
2019-10-27 21:43:41,50001,1011.82446
2019-10-27 21:43:42,51000,1011.82056
2019-10-27 21:43:43,52000,1011.8257
2019-10-27 21:43:44,53001,1011.81934
2019-10-27 21:43:45,54000,1011.8208
2019-10-27 21:43:46,55000,1011.8303
2019-10-27 21:43:47,56001,1011.82715
2019-10-27 21:43:48,57000,1011.8115
2019-10-27 21:43:49,58001,1011.8169
2019-10-27 21:43:50,59000,1011.8154
2019-10-27 21:43:51,60000,1011.8281
2019-10-27 21:43:52,61001,1011.822
2019-10-27 21:43:53,62000,1011.81445
2019-10-27 21:43:54,63000,1011.8191
2019-10-27 21:43:55,64001,1011.8247
2019-10-27 21:43:56,65000,1011.813
2019-10-27 21:43:57,66000,1011.81396
2019-10-27 21:43:58,67000,1011.80786
2019-10-27 21:43:59,68001,1011.8096
2019-10-27 21:44:00,69000,1011.8152
2019-10-27 21:44:01,70000,1011.8176
2019-10-27 21:44:02,71000,1011.81885
2019-10-27 21:44:03,72001,1011.81665
2019-10-27 21:44:04,73000,1011.79956
2019-10-27 21:44:05,74000,1011.8003
2019-10-27 21:44:06,75001,1011.8071
2019-10-27 21:44:07,76000,1011.81323
2019-10-27 21:44:08,77000,1011.80664
2019-10-27 21:44:09,78001,1011.81885
2019-10-27 21:44:10,79000,1011.81714
2019-10-27 21:44:11,80000,1011.81226
2019-10-27 21:44:12,81000,1011.8064
2019-10-27 21:44:13,82000,1011.79834
2019-10-27 21:44:14,83001,1011.8069
2019-10-27 21:44:15,84000,1011.8015
2019-10-27 21:44:16,85000,1011.79126
2019-10-27 21:44:17,86000,1011.79565
2019-10-27 21:44:18,87001,1011.8125
2019-10-27 21:44:19,88000,1011.7976
2019-10-27 21:44:20,89000,1011.80005
2019-10-27 21:44:21,90000,1011.7964
2019-10-27 21:44:22,91000,1011.79663
2019-10-27 21:44:23,92001,1011.80176
2019-10-27 21:44:24,93000,1011.8025
2019-10-27 21:44:25,94000,1011.7986
2019-10-27 21:44:26,95001,1011.7781
2019-10-27 21:44:27,96000,1011.7986
2019-10-27 21:44:28,97000,1011.8015
2019-10-27 21:44:29,98001,1011.801
2019-10-27 21:44:30,99000,1011.7827
2019-10-27 21:44:31,100001,1011.78125
2019-10-27 21:44:32,101000,1011.782
2019-10-27 21:44:33,102000,1011.79443
2019-10-27 21:44:34,103001,1011.77637
2019-10-27 21:44:35,104000,1011.7849
2019-10-27 21:44:36,105000,1011.7925
2019-10-27 21:44:37,106001,1011.79224
2019-10-27 21:44:38,107000,1011.79004
2019-10-27 21:44:39,108000,1011.7854
2019-10-27 21:44:40,109000,1011.7898
2019-10-27 21:44:41,110001,1011.7815
2019-10-27 21:44:42,111000,1011.7754
2019-10-27 21:44:43,112000,1011.781
2019-10-27 21:44:44,113001,1011.7793
2019-10-27 21:44:45,114000,1011.78
2019-10-27 21:44:46,115001,1011.77246
2019-10-27 21:44:47,116000,1011.78296
2019-10-27 21:44:48,117001,1011.7908
2019-10-27 21:44:49,118000,1011.78955
2019-10-27 21:44:50,119001,1011.78467
2019-10-27 21:44:51,120000,1011.80615
2019-10-27 21:44:52,121000,1011.7832
2019-10-27 21:44:53,122000,1011.77246
2019-10-27 21:44:54,123001,1011.7805
2019-10-27 21:44:55,124000,1011.78
2019-10-27 21:44:56,125000,1011.78394
2019-10-27 21:44:57,126001,1011.7776
2019-10-27 21:44:58,127000,1011.7803
2019-10-27 21:44:59,128000,1011.78
2019-10-27 21:45:00,129000,1011.77637
2019-10-27 21:45:01,130001,1011.7864
2019-10-27 21:45:02,131000,1011.77734
2019-10-27 21:45:03,132001,1011.76904
2019-10-27 21:45:04,133000,1011.76294
2019-10-27 21:45:05,134000,1011.79395
2019-10-27 21:45:06,135000,1011.7854
2019-10-27 21:45:07,136000,1011.7717
2019-10-27 21:45:08,137001,1011.77515
2019-10-27 21:45:09,138000,1011.7744
2019-10-27 21:45:10,139000,1011.7781
2019-10-27 21:45:11,140001,1011.79004
2019-10-27 21:45:12,141000,1011.7788
2019-10-27 21:45:13,142001,1011.77075
2019-10-27 21:45:14,143000,1011.7822
2019-10-27 21:45:15,144001,1011.7722
2019-10-27 21:45:16,145000,1011.7832
2019-10-27 21:45:17,146001,1011.7627
2019-10-27 21:45:18,147000,1011.77954
2019-10-27 21:45:19,148000,1011.7898
2019-10-27 21:45:20,149001,1011.7827
2019-10-27 21:45:21,150000,1011.7825
2019-10-27 21:45:22,151000,1011.77856
2019-10-27 21:45:23,152001,1011.771
2019-10-27 21:45:24,153000,1011.77734
2019-10-27 21:45:25,154000,1011.7717
