,attitude.roll,attitude.pitch,attitude.yaw,userAcceleration.x,userAcceleration.y,userAcceleration.z,act,id,weight,height,age,gender
135494,-0.817346,-0.517583,1.3941,-0.265384,-0.101883,0.068284,0.0,4.0,48.0,164.0,23.0,0.0
135495,-0.8194040000000001,-0.537507,1.422089,-0.193595,0.014921,-0.0555,0.0,4.0,48.0,164.0,23.0,0.0
135496,-0.812347,-0.560512,1.449941,-0.186444,0.0009880000000000002,-0.087769,0.0,4.0,48.0,164.0,23.0,0.0
135497,-0.793794,-0.58797,1.478233,-0.27984499999999995,-0.058503,-0.143546,0.0,4.0,48.0,164.0,23.0,0.0
135498,-0.7849119999999999,-0.6094069999999999,1.493603,-0.404337,-0.322046,0.164113,0.0,4.0,48.0,164.0,23.0,0.0
135499,-0.791188,-0.6215930000000001,1.491053,-0.319148,-0.077432,0.163896,0.0,4.0,48.0,164.0,23.0,0.0
135500,-0.804158,-0.627594,1.48731,-0.038312,0.134404,-0.087266,0.0,4.0,48.0,164.0,23.0,0.0
135501,-0.827614,-0.629199,1.490528,-0.025142,0.011463,0.063779,0.0,4.0,48.0,164.0,23.0,0.0
135502,-0.847342,-0.633548,1.505355,-0.026019,0.014819,0.081663,0.0,4.0,48.0,164.0,23.0,0.0
135503,-0.858906,-0.6429600000000001,1.52616,-0.002468,0.07568,0.017756,0.0,4.0,48.0,164.0,23.0,0.0
135504,-0.8700180000000001,-0.646345,1.550875,-0.128576,0.131874,0.025137,0.0,4.0,48.0,164.0,23.0,0.0
135505,-0.885023,-0.6390640000000001,1.585195,-0.189993,0.14408,0.109217,0.0,4.0,48.0,164.0,23.0,0.0
135506,-0.899099,-0.631794,1.62239,-0.209247,0.10951,0.138463,0.0,4.0,48.0,164.0,23.0,0.0
135507,-0.907949,-0.62395,1.656273,-0.234139,0.082624,-0.007988,0.0,4.0,48.0,164.0,23.0,0.0
135508,-0.906119,-0.604485,1.692812,-0.286618,-0.00448,-0.509832,0.0,4.0,48.0,164.0,23.0,0.0
