,attitude.roll,attitude.pitch,attitude.yaw,userAcceleration.x,userAcceleration.y,userAcceleration.z,act,id,weight,height,age,gender
465101,1.044129,-1.364544,-0.7620060000000001,0.277799,0.073975,-0.005989,0.0,15.0,96.0,172.0,29.0,0.0
465102,1.033699,-1.37497,-0.777007,0.209674,-0.051886,0.032646,0.0,15.0,96.0,172.0,29.0,0.0
465103,1.020201,-1.385414,-0.792103,0.16436900000000002,-0.157625,0.108598,0.0,15.0,96.0,172.0,29.0,0.0
465104,0.991317,-1.3926690000000002,-0.8202809999999999,0.138705,-0.19455,0.106623,0.0,15.0,96.0,172.0,29.0,0.0
465105,0.938219,-1.393323,-0.871891,0.141697,-0.141046,0.052633000000000006,0.0,15.0,96.0,172.0,29.0,0.0
465106,0.876761,-1.384814,-0.93175,0.073857,-0.186216,0.099599,0.0,15.0,96.0,172.0,29.0,0.0
465107,0.8109460000000001,-1.366658,-0.99596,0.069027,-0.182697,0.120961,0.0,15.0,96.0,172.0,29.0,0.0
465108,0.741192,-1.33763,-1.061771,-0.12503,-0.361825,0.1545,0.0,15.0,96.0,172.0,29.0,0.0
465109,0.675124,-1.294188,-1.121281,-0.288578,-0.255704,0.00129,0.0,15.0,96.0,172.0,29.0,0.0
465110,0.624586,-1.236924,-1.165123,-0.309527,-0.238497,0.053943,0.0,15.0,96.0,172.0,29.0,0.0
465111,0.592493,-1.172855,-1.192985,-0.550948,-0.130998,0.206349,0.0,15.0,96.0,172.0,29.0,0.0
465112,0.584813,-1.110961,-1.199167,-0.599989,0.020836,0.26826500000000003,0.0,15.0,96.0,172.0,29.0,0.0
465113,0.596592,-1.05211,-1.19494,-0.622693,0.21208,0.2186,0.0,15.0,96.0,172.0,29.0,0.0
465114,0.636373,-1.005767,-1.181201,0.103706,0.527909,-0.048225,0.0,15.0,96.0,172.0,29.0,0.0
465115,0.691438,-0.981635,-1.154928,0.051753,1.197966,-0.5373979999999999,0.0,15.0,96.0,172.0,29.0,0.0
465116,0.755754,-0.963372,-1.109004,0.398949,0.788513,-0.526026,0.0,15.0,96.0,172.0,29.0,0.0
465117,0.795245,-0.9506,-1.074675,0.5814090000000001,0.495562,-0.491617,0.0,15.0,96.0,172.0,29.0,0.0
465118,0.80542,-0.950636,-1.050875,0.380839,-0.431293,0.015548,0.0,15.0,96.0,172.0,29.0,0.0
465119,0.793269,-0.967248,-1.0432860000000002,0.204809,-0.554925,0.0006349999999999999,0.0,15.0,96.0,172.0,29.0,0.0
465120,0.7864439999999999,-0.997191,-1.043504,0.07446900000000001,-0.498611,-0.05986,0.0,15.0,96.0,172.0,29.0,0.0
465121,0.7791279999999999,-1.031216,-1.051289,-0.012174,-0.502532,-0.000878,0.0,15.0,96.0,172.0,29.0,0.0
465122,0.7711210000000001,-1.0620379999999998,-1.066451,-0.044442,-0.555662,-0.03044,0.0,15.0,96.0,172.0,29.0,0.0
465123,0.777486,-1.091813,-1.072198,-0.043587,-0.556379,-0.098854,0.0,15.0,96.0,172.0,29.0,0.0
465124,0.801574,-1.12077,-1.053723,-0.08860599999999999,-0.494537,-0.037417,0.0,15.0,96.0,172.0,29.0,0.0
465125,0.821702,-1.14512,-1.033231,-0.225273,-0.354592,-0.033258,0.0,15.0,96.0,172.0,29.0,0.0
465126,0.81939,-1.16821,-1.035836,-0.16126400000000002,0.515618,-0.100228,0.0,15.0,96.0,172.0,29.0,0.0
465127,0.82675,-1.185178,-1.020593,-0.204752,0.072168,-0.006767,0.0,15.0,96.0,172.0,29.0,0.0
465128,0.8522700000000001,-1.20925,-0.988481,-0.235764,-0.233706,0.010902,0.0,15.0,96.0,172.0,29.0,0.0
465129,0.904456,-1.237183,-0.937057,-0.298008,-0.192149,-0.052833000000000005,0.0,15.0,96.0,172.0,29.0,0.0
465130,0.963206,-1.262993,-0.883067,-0.282837,-0.254286,0.006237,0.0,15.0,96.0,172.0,29.0,0.0
465131,0.99836,-1.282592,-0.849899,-0.261081,-0.231354,0.037471,0.0,15.0,96.0,172.0,29.0,0.0
465132,1.020291,-1.294108,-0.8295600000000001,-0.234221,-0.029012,0.14670899999999998,0.0,15.0,96.0,172.0,29.0,0.0
465133,1.037172,-1.298357,-0.808883,-0.042863,0.195635,0.01957,0.0,15.0,96.0,172.0,29.0,0.0
465134,1.043508,-1.296377,-0.793871,-0.045602,0.597598,0.251664,0.0,15.0,96.0,172.0,29.0,0.0
465135,1.039776,-1.294245,-0.7840090000000001,0.068663,0.368701,0.238744,0.0,15.0,96.0,172.0,29.0,0.0
465136,1.018575,-1.293236,-0.785333,0.198201,0.448429,-0.187275,0.0,15.0,96.0,172.0,29.0,0.0
465137,1.013234,-1.296553,-0.763992,0.181814,1.164353,0.303124,0.0,15.0,96.0,172.0,29.0,0.0
465138,1.033284,-1.295193,-0.739243,-0.187203,-0.151409,0.330439,0.0,15.0,96.0,172.0,29.0,0.0
465139,1.042736,-1.282097,-0.743844,0.026546,-0.166196,-0.25105500000000003,0.0,15.0,96.0,172.0,29.0,0.0
465140,1.052473,-1.264558,-0.753169,0.260625,0.15651099999999998,-0.399827,0.0,15.0,96.0,172.0,29.0,0.0
465141,1.049956,-1.251858,-0.770368,0.384949,0.149796,-0.046399,0.0,15.0,96.0,172.0,29.0,0.0
465142,1.046457,-1.248444,-0.786724,0.179002,-0.049613,0.049238,0.0,15.0,96.0,172.0,29.0,0.0
465143,1.058064,-1.258096,-0.781844,0.208288,0.124605,0.106426,0.0,15.0,96.0,172.0,29.0,0.0
465144,1.065122,-1.27755,-0.7790020000000001,0.163858,0.166499,0.158799,0.0,15.0,96.0,172.0,29.0,0.0
465145,1.066283,-1.300335,-0.783082,0.080316,0.043417,0.120078,0.0,15.0,96.0,172.0,29.0,0.0
465146,1.060849,-1.322794,-0.798391,0.163064,-0.042159,-0.125868,0.0,15.0,96.0,172.0,29.0,0.0
465147,1.053551,-1.339852,-0.8205450000000001,0.200733,-0.044389,-0.25092600000000004,0.0,15.0,96.0,172.0,29.0,0.0
465148,1.037707,-1.349422,-0.8513379999999999,0.227033,-0.111461,-0.101238,0.0,15.0,96.0,172.0,29.0,0.0
465149,0.997446,-1.350331,-0.899965,0.183091,-0.268322,0.071863,0.0,15.0,96.0,172.0,29.0,0.0
465150,0.939754,-1.344789,-0.954658,0.091878,-0.300573,0.183668,0.0,15.0,96.0,172.0,29.0,0.0
465151,0.866585,-1.331382,-1.015681,-0.049976,-0.334636,0.178726,0.0,15.0,96.0,172.0,29.0,0.0
465152,0.787449,-1.306837,-1.079358,-0.091228,-0.35631,0.115404,0.0,15.0,96.0,172.0,29.0,0.0
465153,0.713174,-1.269578,-1.140817,-0.15237699999999998,-0.283543,0.067678,0.0,15.0,96.0,172.0,29.0,0.0
465154,0.6438020000000001,-1.217465,-1.205719,-0.280554,-0.27370500000000003,0.06769,0.0,15.0,96.0,172.0,29.0,0.0
465155,0.591357,-1.158666,-1.259059,-0.35430100000000003,-0.31861300000000004,0.13536099999999998,0.0,15.0,96.0,172.0,29.0,0.0
465156,0.57127,-1.1060530000000002,-1.285527,-0.5023,-0.405243,0.130044,0.0,15.0,96.0,172.0,29.0,0.0
465157,0.574385,-1.0580459999999998,-1.29248,-0.401714,-0.32283,0.092969,0.0,15.0,96.0,172.0,29.0,0.0
465158,0.586144,-1.005255,-1.299221,-0.394302,-0.127853,0.11048399999999997,0.0,15.0,96.0,172.0,29.0,0.0
465159,0.603209,-0.956906,-1.301552,0.404111,0.750946,0.040534,0.0,15.0,96.0,172.0,29.0,0.0
465160,0.626622,-0.933612,-1.288145,0.646792,0.7990550000000001,-0.254198,0.0,15.0,96.0,172.0,29.0,0.0
465161,0.651474,-0.938668,-1.259801,0.439792,0.903006,-0.225207,0.0,15.0,96.0,172.0,29.0,0.0
465162,0.666713,-0.956832,-1.234111,0.29397,0.617108,-0.419453,0.0,15.0,96.0,172.0,29.0,0.0
465163,0.691135,-0.978617,-1.203024,-0.061699,0.21843,-0.338475,0.0,15.0,96.0,172.0,29.0,0.0
465164,0.730479,-1.008198,-1.164563,-0.011861,-0.230561,-0.333681,0.0,15.0,96.0,172.0,29.0,0.0
465165,0.7658229999999999,-1.04273,-1.136451,-0.13053499999999998,-0.250486,-0.16559100000000002,0.0,15.0,96.0,172.0,29.0,0.0
465166,0.7631640000000001,-1.07843,-1.137609,0.137005,-0.465537,0.21999,0.0,15.0,96.0,172.0,29.0,0.0
465167,0.730705,-1.113782,-1.159537,0.21545100000000006,-0.561345,0.236311,0.0,15.0,96.0,172.0,29.0,0.0
465168,0.711174,-1.149852,-1.165883,0.163235,-0.380904,0.124827,0.0,15.0,96.0,172.0,29.0,0.0
