,attitude.roll,attitude.pitch,attitude.yaw,userAcceleration.x,userAcceleration.y,userAcceleration.z,act,id,weight,height,age,gender
102161,-1.388134,-1.4093209999999998,-1.900903,0.567829,-0.103217,-0.462287,0.0,3.0,90.0,176.0,31.0,1.0
102162,-1.278818,-1.406745,-1.83168,0.555547,-0.160448,-0.514323,0.0,3.0,90.0,176.0,31.0,1.0
102163,-1.131389,-1.406811,-1.7216169999999995,0.30595,-0.33276100000000003,-0.218132,0.0,3.0,90.0,176.0,31.0,1.0
102164,-0.959996,-1.397211,-1.555533,0.305359,-0.343737,-0.158772,0.0,3.0,90.0,176.0,31.0,1.0
102165,-0.813195,-1.377542,-1.390822,0.241497,-0.124222,-0.273558,0.0,3.0,90.0,176.0,31.0,1.0
102166,-0.707842,-1.349285,-1.23956,0.23648200000000005,0.007664,0.052408,0.0,3.0,90.0,176.0,31.0,1.0
102167,-0.652668,-1.309723,-1.121139,0.355508,-0.15806900000000002,0.30298400000000003,0.0,3.0,90.0,176.0,31.0,1.0
102168,-0.611993,-1.25715,-1.020258,0.246198,-0.093381,0.018834,0.0,3.0,90.0,176.0,31.0,1.0
102169,-0.557946,-1.205494,-0.926928,0.183148,0.5634359999999999,-0.010949,0.0,3.0,90.0,176.0,31.0,1.0
102170,-0.497834,-1.145871,-0.832417,0.153705,1.026461,0.217995,0.0,3.0,90.0,176.0,31.0,1.0
102171,-0.4694350000000001,-1.075141,-0.741252,0.11115,1.170377,0.28629,0.0,3.0,90.0,176.0,31.0,1.0
102172,-0.472304,-1.009912,-0.657798,0.141394,0.975145,1.110826,0.0,3.0,90.0,176.0,31.0,1.0
102173,-0.44278,-0.962605,-0.579609,0.183133,0.65028,1.390347,0.0,3.0,90.0,176.0,31.0,1.0
102174,-0.380529,-0.951197,-0.498913,-0.212298,0.618613,0.899228,0.0,3.0,90.0,176.0,31.0,1.0
102175,-0.292872,-0.967437,-0.422534,-0.07019700000000001,0.798331,0.019687,0.0,3.0,90.0,176.0,31.0,1.0
102176,-0.201728,-0.966155,-0.344658,-0.106744,0.8206959999999999,-0.092036,0.0,3.0,90.0,176.0,31.0,1.0
102177,-0.186414,-0.946886,-0.302456,-0.6625840000000001,0.096801,0.503287,0.0,3.0,90.0,176.0,31.0,1.0
102178,-0.201155,-0.927734,-0.278468,-0.543474,-0.443116,0.674773,0.0,3.0,90.0,176.0,31.0,1.0
102179,-0.211272,-0.924281,-0.269895,-0.370378,-0.496201,0.665167,0.0,3.0,90.0,176.0,31.0,1.0
102180,-0.228247,-0.93424,-0.279758,-0.23644,-0.466715,0.642837,0.0,3.0,90.0,176.0,31.0,1.0
102181,-0.262243,-0.946762,-0.298181,0.0028,-0.379231,0.607378,0.0,3.0,90.0,176.0,31.0,1.0
102182,-0.296258,-0.959912,-0.31508600000000003,0.036153,-0.39162,0.5168159999999999,0.0,3.0,90.0,176.0,31.0,1.0
102183,-0.327966,-0.976664,-0.333664,0.049595,-0.357596,0.422038,0.0,3.0,90.0,176.0,31.0,1.0
102184,-0.363602,-0.996378,-0.361044,-0.044969,-0.463837,0.236503,0.0,3.0,90.0,176.0,31.0,1.0
102185,-0.402966,-1.015001,-0.39951,-0.050208,-0.495798,0.162294,0.0,3.0,90.0,176.0,31.0,1.0
102186,-0.448517,-1.03016,-0.448662,0.067661,-0.424673,0.06663,0.0,3.0,90.0,176.0,31.0,1.0
102187,-0.503548,-1.043259,-0.499118,0.216603,-0.106573,0.00505,0.0,3.0,90.0,176.0,31.0,1.0
102188,-0.563026,-1.058825,-0.543668,0.390537,0.28244,-0.181354,0.0,3.0,90.0,176.0,31.0,1.0
102189,-0.5978399999999999,-1.074058,-0.567181,0.473357,0.651147,-0.5909810000000001,0.0,3.0,90.0,176.0,31.0,1.0
102190,-0.597179,-1.079932,-0.560087,0.465229,0.7519399999999999,-0.908069,0.0,3.0,90.0,176.0,31.0,1.0
102191,-0.5922189999999999,-1.078614,-0.5423640000000001,0.171842,0.394499,-0.540912,0.0,3.0,90.0,176.0,31.0,1.0
102192,-0.5732229999999999,-1.072601,-0.5148659999999999,0.01855,-0.098783,0.033308,0.0,3.0,90.0,176.0,31.0,1.0
102193,-0.555415,-1.061118,-0.487526,0.000778,-0.200248,0.045823,0.0,3.0,90.0,176.0,31.0,1.0
102194,-0.542713,-1.054539,-0.471484,-0.052619000000000006,-0.263716,-0.086063,0.0,3.0,90.0,176.0,31.0,1.0
102195,-0.5386479999999999,-1.058384,-0.475863,-1.007182,1.354098,-1.586927,0.0,3.0,90.0,176.0,31.0,1.0
102196,-0.564971,-1.05072,-0.492152,-1.142038,1.72603,-1.101002,0.0,3.0,90.0,176.0,31.0,1.0
102197,-0.6423,-1.056705,-0.536243,0.010848,0.436786,3.01612,0.0,3.0,90.0,176.0,31.0,1.0
102198,-0.6182380000000001,-1.062995,-0.56312,-0.062467,0.17814100000000002,0.885368,0.0,3.0,90.0,176.0,31.0,1.0
102199,-0.615029,-1.084648,-0.614646,0.07315,0.015565,0.8512850000000001,0.0,3.0,90.0,176.0,31.0,1.0
102200,-0.593591,-1.1005790000000002,-0.649436,0.144506,0.673288,1.081747,0.0,3.0,90.0,176.0,31.0,1.0
102201,-0.598036,-1.10705,-0.69463,0.174612,0.726772,0.7151689999999999,0.0,3.0,90.0,176.0,31.0,1.0
102202,-0.6722100000000001,-1.1159629999999998,-0.75157,0.362537,0.5253869999999999,0.659881,0.0,3.0,90.0,176.0,31.0,1.0
102203,-0.788489,-1.1269049999999998,-0.816696,0.8917010000000001,0.5132180000000001,0.452385,0.0,3.0,90.0,176.0,31.0,1.0
102204,-0.919746,-1.138613,-0.8903469999999999,0.818858,0.234342,0.299408,0.0,3.0,90.0,176.0,31.0,1.0
102205,-1.013595,-1.15661,-0.951135,0.440898,0.065345,0.378478,0.0,3.0,90.0,176.0,31.0,1.0
102206,-1.083977,-1.188375,-0.996937,0.204013,0.01407,0.419,0.0,3.0,90.0,176.0,31.0,1.0
102207,-1.169207,-1.229818,-1.071251,9.9e-05,-0.196761,0.346377,0.0,3.0,90.0,176.0,31.0,1.0
102208,-1.290824,-1.276293,-1.205643,-0.143689,-0.342444,0.334599,0.0,3.0,90.0,176.0,31.0,1.0
102209,-1.46999,-1.312107,-1.420339,-0.21780700000000006,-0.376425,0.17372200000000002,0.0,3.0,90.0,176.0,31.0,1.0
102210,-1.683859,-1.317223,-1.6507470000000002,-0.408853,-0.28662600000000005,-0.381374,0.0,3.0,90.0,176.0,31.0,1.0
102211,-1.799465,-1.2910549999999998,-1.7333029999999998,-0.406223,-0.182974,-0.369667,0.0,3.0,90.0,176.0,31.0,1.0
102212,-1.801445,-1.266139,-1.69018,-0.091889,0.314758,-0.54315,0.0,3.0,90.0,176.0,31.0,1.0
102213,-1.81349,-1.244858,-1.700231,0.214501,0.267859,-0.015650999999999998,0.0,3.0,90.0,176.0,31.0,1.0
102214,-1.821676,-1.226517,-1.738084,0.259157,0.228771,0.129454,0.0,3.0,90.0,176.0,31.0,1.0
102215,-1.805159,-1.220472,-1.743887,0.341954,0.278466,0.011796,0.0,3.0,90.0,176.0,31.0,1.0
102216,-1.813545,-1.215594,-1.7561189999999998,0.425612,0.276382,-0.149892,0.0,3.0,90.0,176.0,31.0,1.0
102217,-1.887252,-1.204343,-1.816833,0.940995,0.38683,-0.32372,0.0,3.0,90.0,176.0,31.0,1.0
102218,-1.894513,-1.193308,-1.831761,0.949923,0.390841,-0.329459,0.0,3.0,90.0,176.0,31.0,1.0
102219,-1.833092,-1.187655,-1.775363,0.45555,0.305049,-0.212715,0.0,3.0,90.0,176.0,31.0,1.0
102220,-1.803357,-1.180764,-1.72154,0.345677,0.784362,-0.33617600000000003,0.0,3.0,90.0,176.0,31.0,1.0
102221,-1.727369,-1.1700700000000002,-1.605135,0.6269399999999999,0.742583,-0.307285,0.0,3.0,90.0,176.0,31.0,1.0
102222,-1.59417,-1.157866,-1.43028,0.770421,0.75321,-0.207224,0.0,3.0,90.0,176.0,31.0,1.0
102223,-1.450342,-1.140834,-1.23059,0.675234,0.466125,-0.119423,0.0,3.0,90.0,176.0,31.0,1.0
102224,-1.3114059999999998,-1.118244,-1.011449,0.634524,0.150669,0.07533200000000001,0.0,3.0,90.0,176.0,31.0,1.0
102225,-1.187924,-1.082869,-0.809851,0.5541689999999999,0.396723,0.539116,0.0,3.0,90.0,176.0,31.0,1.0
102226,-1.081023,-1.05,-0.6436729999999999,0.691954,0.725228,1.10777,0.0,3.0,90.0,176.0,31.0,1.0
102227,-0.979369,-1.018417,-0.495967,0.541403,0.819544,1.2055280000000002,0.0,3.0,90.0,176.0,31.0,1.0
102228,-0.8789600000000001,-0.989695,-0.373809,0.309855,0.729007,0.964073,0.0,3.0,90.0,176.0,31.0,1.0
102229,-0.7989,-0.975209,-0.284458,0.389823,0.631486,0.468512,0.0,3.0,90.0,176.0,31.0,1.0
102230,-0.783766,-0.985189,-0.227604,0.720669,0.545514,0.48641,0.0,3.0,90.0,176.0,31.0,1.0
102231,-0.772713,-0.99652,-0.159004,0.99054,0.426833,0.546748,0.0,3.0,90.0,176.0,31.0,1.0
102232,-0.730392,-0.995471,-0.057993,0.80145,0.405873,0.759312,0.0,3.0,90.0,176.0,31.0,1.0
102233,-0.703854,-0.987198,0.047338,0.579807,0.214572,1.085069,0.0,3.0,90.0,176.0,31.0,1.0
102234,-0.68428,-0.977915,0.149311,0.308606,0.081829,1.057882,0.0,3.0,90.0,176.0,31.0,1.0
102235,-0.672132,-0.972045,0.246839,0.1981,0.052195000000000005,0.917338,0.0,3.0,90.0,176.0,31.0,1.0
102236,-0.691041,-0.964741,0.33069,-0.035088,-0.111696,0.925606,0.0,3.0,90.0,176.0,31.0,1.0
102237,-0.7332770000000001,-0.95319,0.401417,-0.025213,-0.40125,1.16035,0.0,3.0,90.0,176.0,31.0,1.0
102238,-0.7760699999999999,-0.948991,0.45645,-0.028343,-0.415672,1.114656,0.0,3.0,90.0,176.0,31.0,1.0
102239,-0.816994,-0.954896,0.49329,-0.025529,-0.341141,1.053765,0.0,3.0,90.0,176.0,31.0,1.0
102240,-0.85714,-0.969482,0.508599,-0.157306,-0.498512,0.833899,0.0,3.0,90.0,176.0,31.0,1.0
102241,-0.900489,-0.992382,0.495979,-0.207827,-0.48528,0.605823,0.0,3.0,90.0,176.0,31.0,1.0
102242,-0.963603,-1.026143,0.443053,-0.252415,-0.284522,0.374597,0.0,3.0,90.0,176.0,31.0,1.0
102243,-1.069593,-1.066749,0.338744,-0.296714,0.197851,0.00946,0.0,3.0,90.0,176.0,31.0,1.0
102244,-1.184918,-1.098209,0.218125,-0.239436,1.503848,-1.520836,0.0,3.0,90.0,176.0,31.0,1.0
102245,-1.1678620000000002,-1.102227,0.2425,-0.085314,1.809582,-2.506162,0.0,3.0,90.0,176.0,31.0,1.0
102246,-1.088267,-1.102047,0.348925,0.992025,0.603807,-1.266111,0.0,3.0,90.0,176.0,31.0,1.0
102247,-1.057188,-1.137953,0.412266,1.464264,-0.323274,-1.073489,0.0,3.0,90.0,176.0,31.0,1.0
102248,-1.10787,-1.169715,0.424497,2.113198,-0.402924,0.823267,0.0,3.0,90.0,176.0,31.0,1.0
102249,-1.1655799999999998,-1.183102,0.368686,0.954926,-0.252718,2.549345,0.0,3.0,90.0,176.0,31.0,1.0
102250,-1.1467459999999998,-1.165271,0.333074,0.078484,0.123021,1.654869,0.0,3.0,90.0,176.0,31.0,1.0
102251,-1.121896,-1.112315,0.345185,-1.326063,1.088977,-0.536738,0.0,3.0,90.0,176.0,31.0,1.0
102252,-1.2184620000000002,-1.087391,0.362379,-0.087202,-0.197032,0.8318260000000001,0.0,3.0,90.0,176.0,31.0,1.0
102253,-1.295542,-1.074245,0.369241,0.282795,-0.457402,0.831139,0.0,3.0,90.0,176.0,31.0,1.0
102254,-1.356661,-1.054201,0.369711,0.441221,-0.594359,0.8643719999999999,0.0,3.0,90.0,176.0,31.0,1.0
102255,-1.429381,-1.054668,0.354177,0.630167,-0.365556,0.864784,0.0,3.0,90.0,176.0,31.0,1.0
102256,-1.525902,-1.073108,0.30087,0.6953189999999999,0.5751689999999999,0.8963180000000001,0.0,3.0,90.0,176.0,31.0,1.0
102257,-1.598068,-1.078236,0.239893,0.763346,0.891336,0.684951,0.0,3.0,90.0,176.0,31.0,1.0
102258,-1.627883,-1.0841,0.218863,0.752626,0.369184,0.10293900000000003,0.0,3.0,90.0,176.0,31.0,1.0
102259,-1.7086580000000002,-1.104608,0.166165,0.468646,-0.147499,-0.38492,0.0,3.0,90.0,176.0,31.0,1.0
102260,-1.908627,-1.122631,-0.006581,0.105417,-0.216872,-0.085386,0.0,3.0,90.0,176.0,31.0,1.0
102261,-2.12663,-1.116054,-0.22560300000000005,-0.16833,-0.001936,-0.40665,0.0,3.0,90.0,176.0,31.0,1.0
102262,-2.221445,-1.094372,-0.32734800000000003,-0.33686900000000003,-0.138854,-0.26625,0.0,3.0,90.0,176.0,31.0,1.0
102263,-2.24249,-1.067859,-0.347738,-0.336169,-0.104244,-0.13616,0.0,3.0,90.0,176.0,31.0,1.0
102264,-2.267182,-1.040168,-0.383149,-0.334666,-0.011491,-0.081496,0.0,3.0,90.0,176.0,31.0,1.0
