,attitude.roll,attitude.pitch,attitude.yaw,userAcceleration.x,userAcceleration.y,userAcceleration.z,act,id,weight,height,age,gender
638623,0.982661,-1.150822,0.26518400000000003,0.43112,0.943972,-0.586639,0.0,20.0,52.0,165.0,24.0,1.0
638624,0.934287,-1.150751,0.26563200000000003,-0.145823,-0.5929260000000001,0.207782,0.0,20.0,52.0,165.0,24.0,1.0
638625,0.940545,-1.146991,0.25506,0.022304,-0.29886,-0.215258,0.0,20.0,52.0,165.0,24.0,1.0
638626,0.990762,-1.140608,0.271267,0.361076,0.328936,0.25597600000000004,0.0,20.0,52.0,165.0,24.0,1.0
638627,1.043046,-1.135756,0.303028,0.003655,0.099082,0.323621,0.0,20.0,52.0,165.0,24.0,1.0
638628,1.096806,-1.134401,0.363173,0.036163,-0.167191,0.019597,0.0,20.0,52.0,165.0,24.0,1.0
638629,1.132876,-1.131874,0.424622,-0.063579,-0.136304,-0.242891,0.0,20.0,52.0,165.0,24.0,1.0
638630,1.163652,-1.131266,0.473181,-0.295979,0.02205,-0.158028,0.0,20.0,52.0,165.0,24.0,1.0
638631,1.193078,-1.13422,0.497602,0.042708,-0.035965,0.019892,0.0,20.0,52.0,165.0,24.0,1.0
638632,1.214358,-1.138299,0.513551,0.092049,-0.075112,0.012629,0.0,20.0,52.0,165.0,24.0,1.0
638633,1.233033,-1.140464,0.541329,0.076623,-0.089903,-0.150855,0.0,20.0,52.0,165.0,24.0,1.0
638634,1.248005,-1.140565,0.575723,-0.056953,-0.052667999999999986,-0.325295,0.0,20.0,52.0,165.0,24.0,1.0
638635,1.249613,-1.140506,0.599587,-0.081202,-0.07512,-0.258425,0.0,20.0,52.0,165.0,24.0,1.0
638636,1.236402,-1.141981,0.6051850000000001,-0.115942,-0.124196,-0.064484,0.0,20.0,52.0,165.0,24.0,1.0
638637,1.213934,-1.14479,0.5966020000000001,-0.180923,-0.112848,0.068457,0.0,20.0,52.0,165.0,24.0,1.0
638638,1.185597,-1.148552,0.582653,-0.184791,-0.111818,0.07560900000000001,0.0,20.0,52.0,165.0,24.0,1.0
638639,1.163726,-1.153258,0.574254,-0.11681,-0.171964,0.031975,0.0,20.0,52.0,165.0,24.0,1.0
638640,1.1397469999999998,-1.157215,0.562523,-0.194953,-0.277199,0.112419,0.0,20.0,52.0,165.0,24.0,1.0
638641,1.104078,-1.161464,0.5402279999999999,-0.271116,-0.256529,0.055511000000000005,0.0,20.0,52.0,165.0,24.0,1.0
638642,1.053264,-1.1684290000000002,0.509796,-0.223545,-0.209214,-0.08745700000000001,0.0,20.0,52.0,165.0,24.0,1.0
638643,0.994639,-1.175845,0.475679,0.159189,-0.177395,-0.066966,0.0,20.0,52.0,165.0,24.0,1.0
638644,0.962284,-1.180564,0.451926,0.079582,-0.176926,-0.03609,0.0,20.0,52.0,165.0,24.0,1.0
638645,0.94714,-1.184345,0.4421020000000001,0.074612,-0.23744,-0.008834999999999999,0.0,20.0,52.0,165.0,24.0,1.0
638646,0.937358,-1.186763,0.442072,-0.095166,-0.002646,-0.126106,0.0,20.0,52.0,165.0,24.0,1.0
638647,0.915826,-1.189515,0.4331060000000001,-0.112894,0.125568,-0.251857,0.0,20.0,52.0,165.0,24.0,1.0
638648,0.879308,-1.192859,0.415393,0.087302,0.046555,-0.127385,0.0,20.0,52.0,165.0,24.0,1.0
638649,0.841949,-1.196418,0.391717,0.040531,0.14641300000000002,-0.005902,0.0,20.0,52.0,165.0,24.0,1.0
638650,0.7921590000000001,-1.198565,0.344644,-0.049621,0.278168,0.033387,0.0,20.0,52.0,165.0,24.0,1.0
638651,0.708052,-1.200983,0.264563,0.030217,0.492242,0.009523,0.0,20.0,52.0,165.0,24.0,1.0
638652,0.609817,-1.199078,0.184438,0.378152,0.7055939999999999,0.125421,0.0,20.0,52.0,165.0,24.0,1.0
638653,0.511897,-1.194202,0.103857,0.450055,0.8029569999999999,0.131794,0.0,20.0,52.0,165.0,24.0,1.0
638654,0.414974,-1.1844059999999998,0.023835,0.322284,0.612696,0.067221,0.0,20.0,52.0,165.0,24.0,1.0
638655,0.327698,-1.172657,-0.039719,0.185319,0.512283,0.040693,0.0,20.0,52.0,165.0,24.0,1.0
638656,0.268793,-1.160051,-0.07623300000000001,0.155209,0.406312,0.073988,0.0,20.0,52.0,165.0,24.0,1.0
638657,0.228736,-1.14793,-0.092361,0.08082400000000001,0.28736300000000004,0.111379,0.0,20.0,52.0,165.0,24.0,1.0
638658,0.191928,-1.135559,-0.101949,0.094243,0.221938,0.242657,0.0,20.0,52.0,165.0,24.0,1.0
638659,0.153818,-1.125862,-0.109883,0.108452,0.08579500000000001,0.29788400000000004,0.0,20.0,52.0,165.0,24.0,1.0
638660,0.122009,-1.11916,-0.106131,0.103881,-0.347671,0.341634,0.0,20.0,52.0,165.0,24.0,1.0
638661,0.100538,-1.115808,-0.093933,0.053611,-0.329785,0.367463,0.0,20.0,52.0,165.0,24.0,1.0
638662,0.086876,-1.117623,-0.083751,0.007316,-0.276595,0.387015,0.0,20.0,52.0,165.0,24.0,1.0
638663,0.072646,-1.123168,-0.079714,-0.163465,-0.238756,0.429331,0.0,20.0,52.0,165.0,24.0,1.0
638664,0.06336,-1.129931,-0.076576,-0.166987,-0.239283,0.317415,0.0,20.0,52.0,165.0,24.0,1.0
638665,0.06965,-1.140503,-0.064429,-0.07094600000000001,-0.233642,0.218396,0.0,20.0,52.0,165.0,24.0,1.0
638666,0.08762,-1.157161,-0.0472,0.076888,-0.15426700000000002,0.095781,0.0,20.0,52.0,165.0,24.0,1.0
638667,0.117733,-1.1756950000000002,-0.027508,-0.018462,-0.116134,0.042448,0.0,20.0,52.0,165.0,24.0,1.0
638668,0.160511,-1.191699,-0.007347,-0.158038,-0.165266,-0.014031,0.0,20.0,52.0,165.0,24.0,1.0
638669,0.211659,-1.204218,0.011713,-0.280711,-0.300167,0.015243,0.0,20.0,52.0,165.0,24.0,1.0
638670,0.274177,-1.218556,0.037937,-0.181482,-0.369922,0.070755,0.0,20.0,52.0,165.0,24.0,1.0
638671,0.375154,-1.2398,0.095953,0.035938,-0.219691,0.06877799999999999,0.0,20.0,52.0,165.0,24.0,1.0
638672,0.530895,-1.265632,0.198745,0.186387,0.041793,-0.08967,0.0,20.0,52.0,165.0,24.0,1.0
638673,0.708905,-1.283149,0.329064,0.005415,0.040811,-0.150919,0.0,20.0,52.0,165.0,24.0,1.0
638674,0.8367549999999999,-1.286253,0.431086,-0.159268,-0.102948,-0.1562,0.0,20.0,52.0,165.0,24.0,1.0
