,attitude.roll,attitude.pitch,attitude.yaw,userAcceleration.x,userAcceleration.y,userAcceleration.z,act,id,weight,height,age,gender
289456,-1.529818,-0.176289,0.808758,-0.081867,0.000312,-0.055387,0.0,9.0,72.0,164.0,31.0,0.0
289457,-1.517146,-0.169138,0.815176,-0.095008,-0.004942,0.016482,0.0,9.0,72.0,164.0,31.0,0.0
289458,-1.513839,-0.166153,0.8191149999999999,-0.050472,-0.080947,-0.085551,0.0,9.0,72.0,164.0,31.0,0.0
289459,-1.519404,-0.166329,0.817491,-0.059115,-0.016666999999999998,-0.06275800000000001,0.0,9.0,72.0,164.0,31.0,0.0
289460,-1.533914,-0.166594,0.812348,-0.051295000000000014,0.019295,-0.060118,0.0,9.0,72.0,164.0,31.0,0.0
289461,-1.559053,-0.16853800000000002,0.804945,-0.045203,-0.016816,0.02917,0.0,9.0,72.0,164.0,31.0,0.0
289462,-1.591523,-0.174015,0.795144,-0.07376100000000001,0.00101,0.116352,0.0,9.0,72.0,164.0,31.0,0.0
289463,-1.619475,-0.181943,0.782578,-0.036994,0.014738,0.07362,0.0,9.0,72.0,164.0,31.0,0.0
289464,-1.6397959999999998,-0.192851,0.770954,-0.046957,0.098518,0.148291,0.0,9.0,72.0,164.0,31.0,0.0
289465,-1.650583,-0.207147,0.769842,0.26274899999999995,-0.083583,0.166235,0.0,9.0,72.0,164.0,31.0,0.0
289466,-1.644118,-0.212932,0.776816,0.139227,-0.148811,-0.035544,0.0,9.0,72.0,164.0,31.0,0.0
289467,-1.642564,-0.211048,0.778251,-0.06266000000000001,0.019458,0.018219,0.0,9.0,72.0,164.0,31.0,0.0
289468,-1.6403759999999998,-0.210251,0.7799229999999999,-0.02798,-0.004190999999999999,-0.004804999999999999,0.0,9.0,72.0,164.0,31.0,0.0
289469,-1.642432,-0.210894,0.779253,-0.037946,0.027329000000000003,0.05553,0.0,9.0,72.0,164.0,31.0,0.0
289470,-1.642875,-0.212812,0.780738,0.017056,0.022967,0.018705,0.0,9.0,72.0,164.0,31.0,0.0
