index,attitude.roll,attitude.pitch,attitude.yaw,userAcceleration.x,userAcceleration.y,userAcceleration.z,act,id,weight,height,age,gender
605723,1.172703,-1.217849,0.633634,0.59717,0.081509,-0.071948,0.0,19.0,88.0,180.0,25.0,1.0
605724,1.230989,-1.218272,0.7026100000000001,0.140922,2.183841,-0.698596,0.0,19.0,88.0,180.0,25.0,1.0
605725,1.220374,-1.217347,0.695971,0.09145,-0.11831400000000003,0.17743499999999998,0.0,19.0,88.0,180.0,25.0,1.0
605726,1.196626,-1.215197,0.6741189999999999,-0.00102,0.07602,0.182624,0.0,19.0,88.0,180.0,25.0,1.0
605727,1.183103,-1.2205700000000002,0.669148,0.015118,-0.019785,0.194854,0.0,19.0,88.0,180.0,25.0,1.0
605728,1.179797,-1.229517,0.679817,-0.103819,-0.08678200000000001,0.207496,0.0,19.0,88.0,180.0,25.0,1.0
605729,1.175061,-1.239113,0.686515,-0.133811,-0.066879,0.209878,0.0,19.0,88.0,180.0,25.0,1.0
605730,1.165542,-1.247507,0.679504,0.09304,-0.173202,-0.054378,0.0,19.0,88.0,180.0,25.0,1.0
605731,1.153902,-1.252258,0.6662020000000001,0.11109,-0.244448,-0.10219,0.0,19.0,88.0,180.0,25.0,1.0
605732,1.147991,-1.255187,0.65603,0.104756,-0.278382,-0.133091,0.0,19.0,88.0,180.0,25.0,1.0
605733,1.141925,-1.258031,0.641897,0.052328,-0.277857,-0.031609,0.0,19.0,88.0,180.0,25.0,1.0
605734,1.130225,-1.259833,0.620292,0.048667,-0.225874,-0.059197,0.0,19.0,88.0,180.0,25.0,1.0
605735,1.1060290000000002,-1.260467,0.5897020000000001,0.03128,-0.207802,-0.07022,0.0,19.0,88.0,180.0,25.0,1.0
605736,1.058742,-1.258142,0.538295,0.077828,-0.26901,-0.224598,0.0,19.0,88.0,180.0,25.0,1.0
605737,0.993254,-1.251978,0.4718350000000001,0.132581,-0.25289,-0.14314000000000002,0.0,19.0,88.0,180.0,25.0,1.0
605738,0.917156,-1.239911,0.399042,0.156606,-0.21138,-0.135042,0.0,19.0,88.0,180.0,25.0,1.0
605739,0.823577,-1.217735,0.320914,0.078197,-0.195063,-0.125334,0.0,19.0,88.0,180.0,25.0,1.0
605740,0.712626,-1.182795,0.237888,-0.00788,0.016472,-0.043412,0.0,19.0,88.0,180.0,25.0,1.0
605741,0.600494,-1.137989,0.160588,-0.168527,0.079787,0.185493,0.0,19.0,88.0,180.0,25.0,1.0
605742,0.507676,-1.087406,0.101353,-0.278764,0.323377,0.12502,0.0,19.0,88.0,180.0,25.0,1.0
605743,0.443657,-1.034553,0.055441,-0.35018,0.535904,0.210319,0.0,19.0,88.0,180.0,25.0,1.0
605744,0.412105,-0.986895,0.022505,-0.091828,0.588961,0.274722,0.0,19.0,88.0,180.0,25.0,1.0
605745,0.406119,-0.948618,0.004769,0.134632,0.190105,0.245592,0.0,19.0,88.0,180.0,25.0,1.0
605746,0.405609,-0.921001,-0.0031620000000000003,0.109568,0.092342,0.036585,0.0,19.0,88.0,180.0,25.0,1.0
605747,0.415145,-0.90424,0.001523,0.133003,0.159632,0.030578,0.0,19.0,88.0,180.0,25.0,1.0
605748,0.434638,-0.898991,0.020164,0.055729,0.133774,0.102083,0.0,19.0,88.0,180.0,25.0,1.0
605749,0.469949,-0.902994,0.053838,-0.08004800000000001,-0.07244600000000001,0.185734,0.0,19.0,88.0,180.0,25.0,1.0
605750,0.523674,-0.913221,0.096044,-0.158102,-0.115542,0.165247,0.0,19.0,88.0,180.0,25.0,1.0
605751,0.590016,-0.93208,0.14061300000000002,-0.11349,-0.28397100000000003,0.045696,0.0,19.0,88.0,180.0,25.0,1.0
605752,0.658666,-0.961125,0.187522,-0.016649,-0.293149,-0.0017280000000000002,0.0,19.0,88.0,180.0,25.0,1.0
605753,0.724472,-0.999381,0.238809,-0.00378,-0.383479,-0.027363,0.0,19.0,88.0,180.0,25.0,1.0
605754,0.780277,-1.044368,0.29093800000000003,-0.103964,-0.435881,-0.043642,0.0,19.0,88.0,180.0,25.0,1.0
605755,0.8226049999999999,-1.093244,0.339266,-0.123446,-0.25679,0.05929,0.0,19.0,88.0,180.0,25.0,1.0
605756,0.8534200000000001,-1.140511,0.383783,-0.004019,0.000196,0.067866,0.0,19.0,88.0,180.0,25.0,1.0
605757,0.8654040000000001,-1.17832,0.418072,0.037976,0.08751,-0.098753,0.0,19.0,88.0,180.0,25.0,1.0
