index,attitude.roll,attitude.pitch,attitude.yaw,userAcceleration.x,userAcceleration.y,userAcceleration.z,act,id,weight,height,age,gender
434242,-0.922867,-1.316937,-1.1475030000000002,-1.323448,0.468466,-0.8424379999999999,0.0,14.0,70.0,185.0,33.0,1.0
434243,-0.862836,-1.245265,-1.036537,-0.2164,0.8679030000000001,0.582307,0.0,14.0,70.0,185.0,33.0,1.0
434244,-0.8614709999999999,-1.198114,-0.934598,0.580759,0.921094,0.763488,0.0,14.0,70.0,185.0,33.0,1.0
434245,-0.800719,-1.194842,-0.912254,0.651564,1.281085,-1.091285,0.0,14.0,70.0,185.0,33.0,1.0
434246,-0.743966,-1.177819,-0.873986,0.26710900000000004,-0.469717,1.002736,0.0,14.0,70.0,185.0,33.0,1.0
434247,-0.671355,-1.188516,-0.8712629999999999,0.26459,-0.57395,0.702231,0.0,14.0,70.0,185.0,33.0,1.0
434248,-0.672129,-1.20633,-0.904751,-0.072325,-0.235767,-0.386474,0.0,14.0,70.0,185.0,33.0,1.0
434249,-0.739984,-1.200783,-0.937925,0.208309,0.330281,0.019368,0.0,14.0,70.0,185.0,33.0,1.0
434250,-0.770893,-1.195745,-0.941762,0.206226,0.298896,-0.186635,0.0,14.0,70.0,185.0,33.0,1.0
434251,-0.761672,-1.185355,-0.918431,0.046922000000000005,-0.0789,-0.134464,0.0,14.0,70.0,185.0,33.0,1.0
434252,-0.739062,-1.173409,-0.8958719999999999,-0.096754,-0.335634,-0.5135109999999999,0.0,14.0,70.0,185.0,33.0,1.0
434253,-0.701317,-1.1535799999999998,-0.864707,-0.073937,-0.297399,-0.251443,0.0,14.0,70.0,185.0,33.0,1.0
434254,-0.64561,-1.1263299999999998,-0.8440350000000001,0.013513,-0.221123,-0.297606,0.0,14.0,70.0,185.0,33.0,1.0
434255,-0.587117,-1.090865,-0.821032,-0.156856,-0.169726,0.370937,0.0,14.0,70.0,185.0,33.0,1.0
434256,-0.55332,-1.054526,-0.799686,-0.190477,-0.13330799999999998,0.550348,0.0,14.0,70.0,185.0,33.0,1.0
434257,-0.543053,-1.0025879999999998,-0.769062,-0.185763,0.123961,0.829202,0.0,14.0,70.0,185.0,33.0,1.0
434258,-0.532309,-0.91673,-0.715696,0.051583,0.514947,0.705553,0.0,14.0,70.0,185.0,33.0,1.0
434259,-0.507726,-0.8046760000000001,-0.65035,0.145523,0.356466,-1.365542,0.0,14.0,70.0,185.0,33.0,1.0
434260,-0.537401,-0.738642,-0.643265,0.268004,-0.146612,-0.113055,0.0,14.0,70.0,185.0,33.0,1.0
434261,-0.529361,-0.720899,-0.654683,-0.405213,-0.004802000000000001,0.165574,0.0,14.0,70.0,185.0,33.0,1.0
434262,-0.514419,-0.723641,-0.662752,-0.112613,-0.098977,0.147786,0.0,14.0,70.0,185.0,33.0,1.0
434263,-0.5160680000000001,-0.736758,-0.6712279999999999,0.157461,-0.34024,-0.007939,0.0,14.0,70.0,185.0,33.0,1.0
434264,-0.527243,-0.7659060000000001,-0.6815180000000001,0.165932,-0.521117,-0.007070999999999998,0.0,14.0,70.0,185.0,33.0,1.0
