index,attitude.roll,attitude.pitch,attitude.yaw,userAcceleration.x,userAcceleration.y,userAcceleration.z,act,id,weight,height,age,gender
353027,-1.123516,-1.292288,-1.7320259999999998,-0.131662,0.111211,-0.667305,0.0,11.0,60.0,167.0,33.0,1.0
353028,-1.05911,-1.267199,-1.69199,-0.017403000000000002,0.140322,-0.880019,0.0,11.0,60.0,167.0,33.0,1.0
353029,-0.949932,-1.231575,-1.614139,-0.032116000000000006,0.08056100000000001,-0.737916,0.0,11.0,60.0,167.0,33.0,1.0
353030,-0.8260280000000001,-1.1834,-1.517686,0.121537,-0.205757,0.048979,0.0,11.0,60.0,167.0,33.0,1.0
353031,-0.719143,-1.119932,-1.429846,-0.045191,-0.353104,0.459567,0.0,11.0,60.0,167.0,33.0,1.0
353032,-0.646183,-1.057872,-1.363346,-0.113876,-0.478002,0.860325,0.0,11.0,60.0,167.0,33.0,1.0
353033,-0.602165,-1.014138,-1.310315,0.289918,-0.640178,1.113717,0.0,11.0,60.0,167.0,33.0,1.0
353034,-0.543999,-0.994603,-1.268917,0.50574,-1.078105,0.583738,0.0,11.0,60.0,167.0,33.0,1.0
353035,-0.491573,-0.98727,-1.246679,0.493874,-0.471183,0.55807,0.0,11.0,60.0,167.0,33.0,1.0
353036,-0.446207,-0.994752,-1.22995,0.408224,-0.115754,0.546309,0.0,11.0,60.0,167.0,33.0,1.0
353037,-0.414857,-1.027526,-1.2259870000000002,0.403074,-0.044163,0.365146,0.0,11.0,60.0,167.0,33.0,1.0
353038,-0.420276,-1.074105,-1.241434,0.389142,-0.06730499999999999,0.327108,0.0,11.0,60.0,167.0,33.0,1.0
353039,-0.4771,-1.132152,-1.289676,0.124335,-0.332254,0.033837,0.0,11.0,60.0,167.0,33.0,1.0
353040,-0.624183,-1.186721,-1.405681,0.16169,-0.284247,-0.14715699999999998,0.0,11.0,60.0,167.0,33.0,1.0
353041,-0.828319,-1.2168709999999998,-1.557635,-0.313765,0.365234,-0.107119,0.0,11.0,60.0,167.0,33.0,1.0
353042,-0.976663,-1.230921,-1.629625,-0.797265,1.846495,-0.307527,0.0,11.0,60.0,167.0,33.0,1.0
353043,-1.064514,-1.239321,-1.661043,-0.166457,0.910928,-0.868265,0.0,11.0,60.0,167.0,33.0,1.0
353044,-1.138952,-1.248105,-1.699336,-0.104149,0.039865,-0.7091310000000001,0.0,11.0,60.0,167.0,33.0,1.0
353045,-1.19206,-1.261077,-1.731626,-0.168506,-0.310574,-0.489968,0.0,11.0,60.0,167.0,33.0,1.0
353046,-1.225978,-1.271238,-1.762372,-0.325474,-0.554497,-0.405791,0.0,11.0,60.0,167.0,33.0,1.0
353047,-1.2494040000000002,-1.275519,-1.792674,-0.24824,-0.531261,0.004734,0.0,11.0,60.0,167.0,33.0,1.0
353048,-1.200797,-1.273987,-1.7643259999999998,0.251935,-0.051443,0.96608,0.0,11.0,60.0,167.0,33.0,1.0
353049,-1.134048,-1.265933,-1.707023,-0.135414,1.069855,-0.446232,0.0,11.0,60.0,167.0,33.0,1.0
353050,-1.2399950000000002,-1.264856,-1.717596,-0.09451,1.162418,-0.7111350000000001,0.0,11.0,60.0,167.0,33.0,1.0
353051,-1.268407,-1.253048,-1.64528,-0.589479,1.858454,-1.058617,0.0,11.0,60.0,167.0,33.0,1.0
353052,-1.163209,-1.236617,-1.571755,-0.191832,0.41085,0.7686689999999999,0.0,11.0,60.0,167.0,33.0,1.0
353053,-1.099156,-1.238322,-1.556443,0.291262,-0.001253,0.625949,0.0,11.0,60.0,167.0,33.0,1.0
353054,-1.103169,-1.257238,-1.583792,0.378978,0.101355,0.516858,0.0,11.0,60.0,167.0,33.0,1.0
353055,-1.181508,-1.272255,-1.6388630000000002,0.130969,0.386992,0.351739,0.0,11.0,60.0,167.0,33.0,1.0
