index,attitude.roll,attitude.pitch,attitude.yaw,userAcceleration.x,userAcceleration.y,userAcceleration.z,act,id,weight,height,age,gender
532815,-0.252531,-1.399097,-0.498399,-0.041406,-0.33612600000000004,0.048022,0.0,17.0,54.0,164.0,26.0,0.0
532816,-0.262335,-1.393297,-0.519827,-0.023229,-0.467488,0.030818,0.0,17.0,54.0,164.0,26.0,0.0
532817,-0.28065,-1.384364,-0.547095,0.085927,-0.488348,-0.014753,0.0,17.0,54.0,164.0,26.0,0.0
532818,-0.304861,-1.37391,-0.575785,0.193081,-0.468672,0.013244,0.0,17.0,54.0,164.0,26.0,0.0
532819,-0.322147,-1.364975,-0.597435,0.167163,-0.357525,0.11631500000000003,0.0,17.0,54.0,164.0,26.0,0.0
532820,-0.34030900000000003,-1.358226,-0.617032,0.086344,-0.244673,0.050821,0.0,17.0,54.0,164.0,26.0,0.0
532821,-0.36865,-1.351672,-0.640732,0.14417,-0.09442,0.014862,0.0,17.0,54.0,164.0,26.0,0.0
532822,-0.388809,-1.342343,-0.660381,0.155947,0.149365,0.219704,0.0,17.0,54.0,164.0,26.0,0.0
532823,-0.381183,-1.328902,-0.663007,-0.097688,0.437546,0.33112,0.0,17.0,54.0,164.0,26.0,0.0
532824,-0.348512,-1.311648,-0.637033,-0.225022,0.486288,0.323911,0.0,17.0,54.0,164.0,26.0,0.0
532825,-0.314014,-1.292691,-0.5974689999999999,-0.05963,0.355989,0.068138,0.0,17.0,54.0,164.0,26.0,0.0
532826,-0.283343,-1.273377,-0.558821,-0.040709,0.538609,-0.09483,0.0,17.0,54.0,164.0,26.0,0.0
532827,-0.240353,-1.251741,-0.517432,-0.16717,0.785163,-0.143367,0.0,17.0,54.0,164.0,26.0,0.0
532828,-0.191528,-1.234247,-0.473224,-0.20934,1.192224,-0.195893,0.0,17.0,54.0,164.0,26.0,0.0
532829,-0.168141,-1.224843,-0.450022,-0.016496,0.405317,-0.212158,0.0,17.0,54.0,164.0,26.0,0.0
532830,-0.181296,-1.212906,-0.459195,0.038852,0.063438,-0.120155,0.0,17.0,54.0,164.0,26.0,0.0
532831,-0.204446,-1.199759,-0.481867,-0.003811,-0.042746,0.025451,0.0,17.0,54.0,164.0,26.0,0.0
532832,-0.230669,-1.193135,-0.510483,-0.04599,-0.159632,0.06792999999999999,0.0,17.0,54.0,164.0,26.0,0.0
532833,-0.261699,-1.192226,-0.541608,-0.029471,-0.2288,0.081888,0.0,17.0,54.0,164.0,26.0,0.0
532834,-0.2922,-1.196105,-0.570731,-0.028243,-0.289675,0.106403,0.0,17.0,54.0,164.0,26.0,0.0
532835,-0.32636,-1.206826,-0.600017,0.004187,-0.40318,0.120623,0.0,17.0,54.0,164.0,26.0,0.0
532836,-0.363122,-1.221729,-0.63071,0.060829,-0.456049,0.137402,0.0,17.0,54.0,164.0,26.0,0.0
532837,-0.392824,-1.238048,-0.6553439999999999,0.102193,-0.500492,0.164518,0.0,17.0,54.0,164.0,26.0,0.0
532838,-0.408242,-1.256137,-0.6661189999999999,-0.003585,-0.638936,0.205012,0.0,17.0,54.0,164.0,26.0,0.0
532839,-0.410544,-1.275943,-0.663284,-0.076146,-0.6484489999999999,0.157208,0.0,17.0,54.0,164.0,26.0,0.0
532840,-0.405249,-1.295505,-0.651662,-0.13481,-0.620442,0.111025,0.0,17.0,54.0,164.0,26.0,0.0
532841,-0.400211,-1.313172,-0.644997,-0.172724,-0.388842,0.107125,0.0,17.0,54.0,164.0,26.0,0.0
532842,-0.410569,-1.330612,-0.656652,-0.083875,-0.204723,0.090648,0.0,17.0,54.0,164.0,26.0,0.0
532843,-0.420497,-1.345613,-0.670638,-0.02174,-0.302268,0.057280999999999985,0.0,17.0,54.0,164.0,26.0,0.0
532844,-0.422418,-1.357749,-0.680605,-0.015524,-0.292958,-0.009898,0.0,17.0,54.0,164.0,26.0,0.0
532845,-0.41898,-1.369204,-0.683305,-0.024852000000000003,0.01903,0.07368,0.0,17.0,54.0,164.0,26.0,0.0
532846,-0.39236,-1.37175,-0.670659,-0.041126,0.674636,0.252585,0.0,17.0,54.0,164.0,26.0,0.0
532847,-0.370191,-1.368561,-0.671407,-0.056667,1.174677,0.184955,0.0,17.0,54.0,164.0,26.0,0.0
532848,-0.392919,-1.367762,-0.701466,0.36828,0.7475149999999999,0.581105,0.0,17.0,54.0,164.0,26.0,0.0
532849,-0.384978,-1.373841,-0.692351,0.070904,0.789734,-0.221144,0.0,17.0,54.0,164.0,26.0,0.0
