index,attitude.roll,attitude.pitch,attitude.yaw,userAcceleration.x,userAcceleration.y,userAcceleration.z,act,id,weight,height,age,gender
383800,1.044624,-1.255088,2.671711,-0.166329,0.978653,0.569828,0.0,12.0,60.0,178.0,33.0,1.0
383801,1.117711,-1.241761,2.731449,0.042623,1.529628,0.152447,0.0,12.0,60.0,178.0,33.0,1.0
383802,1.209937,-1.223402,2.742423,0.337305,1.051619,0.080332,0.0,12.0,60.0,178.0,33.0,1.0
383803,1.249133,-1.208689,2.734982,0.315463,1.252226,-0.168343,0.0,12.0,60.0,178.0,33.0,1.0
383804,1.252189,-1.195173,2.727039,0.122012,-0.210431,0.120894,0.0,12.0,60.0,178.0,33.0,1.0
383805,1.241717,-1.181311,2.703472,0.365993,-0.288264,0.010651,0.0,12.0,60.0,178.0,33.0,1.0
383806,1.207266,-1.168789,2.671905,0.393417,0.095576,0.11001,0.0,12.0,60.0,178.0,33.0,1.0
383807,1.183468,-1.144057,2.630525,0.264648,0.280171,0.18803,0.0,12.0,60.0,178.0,33.0,1.0
383808,1.1603,-1.091378,2.572329,0.022754,0.382283,-0.099421,0.0,12.0,60.0,178.0,33.0,1.0
383809,1.118719,-1.015721,2.524553,-0.187136,0.71006,-0.207133,0.0,12.0,60.0,178.0,33.0,1.0
383810,1.083989,-0.938055,2.501619,0.112199,1.877703,0.172575,0.0,12.0,60.0,178.0,33.0,1.0
383811,1.063232,-0.892127,2.485388,-0.370743,0.774737,0.426229,0.0,12.0,60.0,178.0,33.0,1.0
383812,1.063847,-0.8690260000000001,2.476192,-0.5832350000000001,0.356249,0.113893,0.0,12.0,60.0,178.0,33.0,1.0
383813,1.068054,-0.869002,2.466661,-0.201127,0.229738,0.127225,0.0,12.0,60.0,178.0,33.0,1.0
383814,1.070075,-0.8879090000000001,2.454022,-0.329154,0.014361,0.202667,0.0,12.0,60.0,178.0,33.0,1.0
383815,1.075128,-0.922631,2.443479,-0.458738,-0.140302,0.169253,0.0,12.0,60.0,178.0,33.0,1.0
383816,1.085991,-0.972309,2.444522,-0.28530300000000003,-0.379488,0.088946,0.0,12.0,60.0,178.0,33.0,1.0
383817,1.094001,-1.034994,2.452598,-0.118612,-0.07502400000000001,-0.041809,0.0,12.0,60.0,178.0,33.0,1.0
383818,1.081721,-1.106128,2.459663,0.001506,-0.003192,-0.098137,0.0,12.0,60.0,178.0,33.0,1.0
383819,1.03933,-1.166985,2.459357,0.195837,-0.117736,-0.13131199999999998,0.0,12.0,60.0,178.0,33.0,1.0
383820,1.006746,-1.206792,2.468468,-0.002878,-0.7234649999999999,0.220497,0.0,12.0,60.0,178.0,33.0,1.0
383821,0.983798,-1.235174,2.47695,-0.033711,-0.766563,0.118146,0.0,12.0,60.0,178.0,33.0,1.0
383822,0.933981,-1.259041,2.467862,-0.11666,-0.908263,0.146547,0.0,12.0,60.0,178.0,33.0,1.0
383823,0.8701840000000001,-1.276419,2.443855,0.014197,-1.304059,0.404333,0.0,12.0,60.0,178.0,33.0,1.0
383824,0.8442270000000001,-1.292706,2.447371,0.030806,-1.308658,0.399647,0.0,12.0,60.0,178.0,33.0,1.0
383825,0.913322,-1.310682,2.524336,0.00404,-0.776465,-0.013469,0.0,12.0,60.0,178.0,33.0,1.0
383826,1.016483,-1.311441,2.625002,-0.530366,0.228757,-0.613337,0.0,12.0,60.0,178.0,33.0,1.0
383827,1.024752,-1.285056,2.65451,-0.442488,0.520787,0.391627,0.0,12.0,60.0,178.0,33.0,1.0
383828,1.072714,-1.267174,2.700059,-0.102597,1.038477,0.253213,0.0,12.0,60.0,178.0,33.0,1.0
383829,1.20471,-1.253377,2.777964,0.746263,1.607726,0.346297,0.0,12.0,60.0,178.0,33.0,1.0
383830,1.239778,-1.216766,2.73458,0.709835,1.619787,0.347245,0.0,12.0,60.0,178.0,33.0,1.0
383831,1.224556,-1.200728,2.709841,-0.171905,-0.035437,0.421872,0.0,12.0,60.0,178.0,33.0,1.0
383832,1.242223,-1.204386,2.7243310000000003,0.201174,-0.137141,0.252937,0.0,12.0,60.0,178.0,33.0,1.0
383833,1.256065,-1.20935,2.737566,0.386742,-0.025429,0.263474,0.0,12.0,60.0,178.0,33.0,1.0
383834,1.255547,-1.201408,2.710034,0.375153,0.273125,0.36423,0.0,12.0,60.0,178.0,33.0,1.0
383835,1.257684,-1.162748,2.658898,0.29333400000000004,0.50146,-0.383343,0.0,12.0,60.0,178.0,33.0,1.0
383836,1.242215,-1.094339,2.610448,0.231679,0.696809,-0.475108,0.0,12.0,60.0,178.0,33.0,1.0
383837,1.200163,-1.009891,2.566751,0.564779,1.312604,-0.231595,0.0,12.0,60.0,178.0,33.0,1.0
383838,1.13702,-0.934378,2.5283740000000003,-0.255902,1.09906,0.123036,0.0,12.0,60.0,178.0,33.0,1.0
383839,1.124432,-0.8933200000000001,2.516289,-0.821499,0.938311,0.112131,0.0,12.0,60.0,178.0,33.0,1.0
383840,1.143033,-0.888704,2.516731,-0.399372,0.569112,-0.229936,0.0,12.0,60.0,178.0,33.0,1.0
383841,1.161627,-0.89891,2.518636,-0.065447,0.284231,-0.045767,0.0,12.0,60.0,178.0,33.0,1.0
383842,1.184607,-0.924425,2.52237,-0.075602,-0.013851,0.115333,0.0,12.0,60.0,178.0,33.0,1.0
383843,1.208346,-0.961513,2.529713,-0.391466,-0.667165,0.095702,0.0,12.0,60.0,178.0,33.0,1.0
383844,1.220383,-1.010268,2.536823,-0.370586,-0.834111,-0.082238,0.0,12.0,60.0,178.0,33.0,1.0
383845,1.214311,-1.068873,2.542381,-0.307002,-0.798305,-0.128152,0.0,12.0,60.0,178.0,33.0,1.0
383846,1.190028,-1.134564,2.54042,-0.123158,-0.203179,-0.089161,0.0,12.0,60.0,178.0,33.0,1.0
383847,1.14324,-1.192582,2.539159,0.081372,0.16659100000000002,-0.161677,0.0,12.0,60.0,178.0,33.0,1.0
383848,1.110009,-1.230358,2.556993,0.112794,0.090381,-0.041763,0.0,12.0,60.0,178.0,33.0,1.0
383849,1.089823,-1.253753,2.564607,-0.17151,-0.63258,0.001713,0.0,12.0,60.0,178.0,33.0,1.0
383850,1.029884,-1.274812,2.535226,0.003077,-0.927661,0.144055,0.0,12.0,60.0,178.0,33.0,1.0
