index,attitude.roll,attitude.pitch,attitude.yaw,userAcceleration.x,userAcceleration.y,userAcceleration.z,act,id,weight,height,age,gender
225672,1.186001,-1.173961,0.411908,-0.004915,-0.259905,0.05387,0.0,7.0,52.0,161.0,24.0,0.0
225673,1.170957,-1.171889,0.398451,-0.189526,-0.381966,-0.138149,0.0,7.0,52.0,161.0,24.0,0.0
225674,1.132725,-1.17343,0.360747,-0.068399,-0.374644,-0.149068,0.0,7.0,52.0,161.0,24.0,0.0
225675,1.077409,-1.174652,0.307886,0.065724,-0.391778,-0.041763,0.0,7.0,52.0,161.0,24.0,0.0
225676,1.017397,-1.169126,0.249929,0.057109,-0.5835560000000001,0.048288,0.0,7.0,52.0,161.0,24.0,0.0
225677,0.962909,-1.158622,0.201126,-0.013559,-0.643425,0.19952,0.0,7.0,52.0,161.0,24.0,0.0
225678,0.919569,-1.147093,0.165632,-0.150848,-0.5685399999999999,0.413924,0.0,7.0,52.0,161.0,24.0,0.0
225679,0.8772040000000001,-1.135791,0.14055299999999998,-0.31742800000000004,-0.095878,0.27172,0.0,7.0,52.0,161.0,24.0,0.0
225680,0.825074,-1.117875,0.108647,-0.3537,0.904294,0.040351,0.0,7.0,52.0,161.0,24.0,0.0
225681,0.775722,-1.087697,0.061512,0.008719,1.189346,0.390017,0.0,7.0,52.0,161.0,24.0,0.0
225682,0.752893,-1.0634629999999998,0.021106,0.077126,0.386165,-0.0007509999999999999,0.0,7.0,52.0,161.0,24.0,0.0
225683,0.738757,-1.051663,0.024093,0.39547,0.304983,-0.174861,0.0,7.0,52.0,161.0,24.0,0.0
225684,0.724518,-1.0367620000000002,0.032688,0.492606,1.027377,-0.240893,0.0,7.0,52.0,161.0,24.0,0.0
225685,0.727316,-1.020417,0.034114,0.051537,0.925888,-0.264522,0.0,7.0,52.0,161.0,24.0,0.0
225686,0.750926,-1.014093,0.047742,-0.202226,0.088193,-0.199663,0.0,7.0,52.0,161.0,24.0,0.0
225687,0.775814,-1.015739,0.06992899999999999,-0.136224,-0.578966,-0.152746,0.0,7.0,52.0,161.0,24.0,0.0
225688,0.797604,-1.023088,0.09194,0.018137,-0.433462,-0.00172,0.0,7.0,52.0,161.0,24.0,0.0
225689,0.8215370000000001,-1.035473,0.110541,0.11683,-0.171871,-0.0017059999999999998,0.0,7.0,52.0,161.0,24.0,0.0
225690,0.854248,-1.052631,0.138751,0.01915,-0.104111,-0.085815,0.0,7.0,52.0,161.0,24.0,0.0
225691,0.8854549999999999,-1.074483,0.17237,-0.084993,-0.182582,-0.103704,0.0,7.0,52.0,161.0,24.0,0.0
225692,0.909264,-1.098451,0.205465,-0.116692,-0.347749,-0.054033000000000005,0.0,7.0,52.0,161.0,24.0,0.0
