index,attitude.roll,attitude.pitch,attitude.yaw,userAcceleration.x,userAcceleration.y,userAcceleration.z,act,id,weight,height,age,gender
570864,-1.297036,1.211484,-2.510241,-0.124456,0.432416,-0.037873,0.0,18.0,78.0,164.0,28.0,0.0
570865,-1.317033,1.216291,-2.4859560000000003,-0.00209,0.403547,-0.140869,0.0,18.0,78.0,164.0,28.0,0.0
570866,-1.295196,1.225873,-2.4974540000000003,0.126029,0.4139100000000001,-0.204286,0.0,18.0,78.0,164.0,28.0,0.0
570867,-1.250383,1.240469,-2.529889,0.149204,0.447416,-0.188098,0.0,18.0,78.0,164.0,28.0,0.0
570868,-1.199818,1.256166,-2.568865,0.181637,0.538313,-0.133832,0.0,18.0,78.0,164.0,28.0,0.0
570869,-1.164591,1.269403,-2.592437,0.17763800000000002,0.499296,-0.077184,0.0,18.0,78.0,164.0,28.0,0.0
570870,-1.166939,1.277395,-2.578053,0.171344,0.420553,-0.054918,0.0,18.0,78.0,164.0,28.0,0.0
570871,-1.209316,1.278114,-2.521803,0.114697,0.060409,0.011748,0.0,18.0,78.0,164.0,28.0,0.0
570872,-1.272401,1.273004,-2.4462490000000003,0.149559,-0.183586,0.04762,0.0,18.0,78.0,164.0,28.0,0.0
570873,-1.322786,1.265628,-2.385925,0.12095999999999997,-0.298218,0.049154,0.0,18.0,78.0,164.0,28.0,0.0
570874,-1.338641,1.262131,-2.3628150000000003,0.085268,-0.196613,0.035437,0.0,18.0,78.0,164.0,28.0,0.0
570875,-1.321169,1.264541,-2.379728,0.130665,0.079003,-0.023194,0.0,18.0,78.0,164.0,28.0,0.0
570876,-1.283744,1.269204,-2.423532,0.176217,0.195343,-0.024164,0.0,18.0,78.0,164.0,28.0,0.0
570877,-1.254455,1.274558,-2.465854,0.33605300000000005,0.371587,0.094871,0.0,18.0,78.0,164.0,28.0,0.0
570878,-1.254261,1.281857,-2.480493,0.306261,0.318471,0.32721500000000003,0.0,18.0,78.0,164.0,28.0,0.0
570879,-1.274345,1.294556,-2.470005,0.158414,0.225439,0.348181,0.0,18.0,78.0,164.0,28.0,0.0
