index,attitude.roll,attitude.pitch,attitude.yaw,userAcceleration.x,userAcceleration.y,userAcceleration.z,act,id,weight,height,age,gender
161454,-0.817796,-1.396893,-1.619888,0.040009,0.001442,-0.104955,0.0,5.0,76.0,180.0,28.0,1.0
161455,-0.726263,-1.38313,-1.524897,0.078628,-0.111425,0.201063,0.0,5.0,76.0,180.0,28.0,1.0
161456,-0.660459,-1.360642,-1.457164,0.025828,-0.151049,-0.012849,0.0,5.0,76.0,180.0,28.0,1.0
161457,-0.6101409999999999,-1.331528,-1.411727,-0.031708999999999994,0.07296799999999999,-0.11846,0.0,5.0,76.0,180.0,28.0,1.0
161458,-0.568539,-1.295823,-1.371179,-0.062023,0.310502,-0.206304,0.0,5.0,76.0,180.0,28.0,1.0
161459,-0.531878,-1.249958,-1.321333,-0.002176,0.593677,-0.004881,0.0,5.0,76.0,180.0,28.0,1.0
161460,-0.507888,-1.203094,-1.278826,-0.010422,0.815288,-0.08974700000000001,0.0,5.0,76.0,180.0,28.0,1.0
161461,-0.495055,-1.156629,-1.237814,-0.081202,0.737746,0.261472,0.0,5.0,76.0,180.0,28.0,1.0
161462,-0.482189,-1.113498,-1.1930120000000002,-0.06518600000000001,0.44403,0.443869,0.0,5.0,76.0,180.0,28.0,1.0
161463,-0.464695,-1.0798,-1.145909,-0.206116,0.107623,0.495904,0.0,5.0,76.0,180.0,28.0,1.0
161464,-0.45198,-1.059476,-1.105171,-0.252597,-0.109816,0.322773,0.0,5.0,76.0,180.0,28.0,1.0
161465,-0.442576,-1.052676,-1.081281,-0.292175,-0.008659,0.263813,0.0,5.0,76.0,180.0,28.0,1.0
161466,-0.431654,-1.054977,-1.068049,-0.236282,0.07901,0.28317600000000004,0.0,5.0,76.0,180.0,28.0,1.0
161467,-0.420219,-1.0607540000000002,-1.061419,-0.126437,-0.059659,0.297344,0.0,5.0,76.0,180.0,28.0,1.0
161468,-0.410928,-1.069718,-1.060856,-0.023444,-0.205694,0.334512,0.0,5.0,76.0,180.0,28.0,1.0
161469,-0.408125,-1.083576,-1.06431,0.000691,-0.30034,0.358442,0.0,5.0,76.0,180.0,28.0,1.0
161470,-0.414238,-1.102042,-1.070816,0.018932,-0.575588,0.280566,0.0,5.0,76.0,180.0,28.0,1.0
161471,-0.423773,-1.124916,-1.08356,0.081429,-0.628839,0.152517,0.0,5.0,76.0,180.0,28.0,1.0
161472,-0.4340600000000001,-1.155541,-1.10335,0.102477,-0.619512,0.104076,0.0,5.0,76.0,180.0,28.0,1.0
161473,-0.447916,-1.192473,-1.132014,0.107795,-0.504633,0.046819,0.0,5.0,76.0,180.0,28.0,1.0
161474,-0.478393,-1.231548,-1.1796209999999998,0.13126600000000002,-0.354657,0.062336,0.0,5.0,76.0,180.0,28.0,1.0
161475,-0.543837,-1.2681870000000002,-1.261863,0.113057,0.017102000000000003,0.044944,0.0,5.0,76.0,180.0,28.0,1.0
161476,-0.637558,-1.298016,-1.372309,0.07908899999999999,0.18413,-0.070646,0.0,5.0,76.0,180.0,28.0,1.0
161477,-0.717051,-1.31881,-1.460892,0.092967,0.148936,-0.145054,0.0,5.0,76.0,180.0,28.0,1.0
161478,-0.768517,-1.330854,-1.510153,0.04022,0.118233,-0.201803,0.0,5.0,76.0,180.0,28.0,1.0
161479,-0.790985,-1.337409,-1.52449,-0.095296,0.095227,-0.257416,0.0,5.0,76.0,180.0,28.0,1.0
161480,-0.7960619999999999,-1.342219,-1.522532,-0.225046,-0.036627,-0.248955,0.0,5.0,76.0,180.0,28.0,1.0
161481,-0.817719,-1.349743,-1.528309,-0.185285,-0.15456099999999998,-0.204842,0.0,5.0,76.0,180.0,28.0,1.0
161482,-0.867132,-1.35943,-1.547131,-0.0143,-0.094399,-0.320397,0.0,5.0,76.0,180.0,28.0,1.0
161483,-0.927202,-1.371787,-1.5683200000000002,0.153193,0.5109779999999999,0.046299,0.0,5.0,76.0,180.0,28.0,1.0
