Timestamp,Milliseconds,Millibars
2019-10-27 20:37:28,1,1011.9592
2019-10-27 20:37:29,1001,1011.9592
2019-10-27 20:37:30,2001,1011.95557
2019-10-27 20:37:31,3001,1011.9624
2019-10-27 20:37:32,4001,1011.96387
2019-10-27 20:37:33,5002,1011.9663
2019-10-27 20:37:34,6001,1011.9597
2019-10-27 20:37:35,7001,1011.97314
2019-10-27 20:37:36,8001,1011.97656
2019-10-27 20:37:37,9004,1011.96484
2019-10-27 20:37:38,10001,1011.9778
2019-10-27 20:37:39,11001,1011.96387
2019-10-27 20:37:40,12002,1011.96216
2019-10-27 20:37:41,13001,1011.97314
2019-10-27 20:37:42,14001,1011.96216
2019-10-27 20:37:43,15001,1011.94604
2019-10-27 20:37:44,16003,1011.9553
2019-10-27 20:37:45,17002,1011.9585
2019-10-27 20:37:46,18002,1011.9514
2019-10-27 20:37:47,19001,1011.9514
2019-10-27 20:37:48,20001,1011.9463
2019-10-27 20:37:49,21001,1011.9568
2019-10-27 20:37:50,22002,1011.96924
2019-10-27 20:37:51,23001,1011.9678
2019-10-27 20:37:52,24002,1011.9563
2019-10-27 20:37:53,25001,1011.9629
2019-10-27 20:37:54,26001,1011.959
2019-10-27 20:37:55,27001,1011.9458
2019-10-27 20:37:56,28001,1011.9485
2019-10-27 20:37:57,29002,1011.9658
2019-10-27 20:37:58,30001,1011.9695
2019-10-27 20:37:59,31001,1011.97
2019-10-27 20:38:00,32041,1011.9751
2019-10-27 20:38:01,33038,1011.9641
2019-10-27 20:38:02,34040,1011.9492
2019-10-27 20:38:03,35037,1011.9592
2019-10-27 20:38:04,36041,1011.9624
2019-10-27 20:38:05,37041,1011.9402
2019-10-27 20:38:06,38042,1011.94116
2019-10-27 20:38:07,39041,1011.9387
2019-10-27 20:38:08,40042,1011.95435
2019-10-27 20:38:09,41034,1011.9524
2019-10-27 20:38:10,42037,1011.9629
2019-10-27 20:38:11,43041,1011.9553
2019-10-27 20:38:12,44042,1011.9558
2019-10-27 20:38:13,45033,1011.947
2019-10-27 20:38:14,46020,1011.9634
2019-10-27 20:38:15,47039,1011.9497
2019-10-27 20:38:16,48037,1011.9568
2019-10-27 20:38:17,49018,1011.96484
2019-10-27 20:38:18,50037,1011.9617
2019-10-27 20:38:19,51041,1011.9529
2019-10-27 20:38:20,52041,1011.9568
2019-10-27 20:38:21,53041,1011.97485
2019-10-27 20:38:22,54041,1011.95483
2019-10-27 20:38:23,55042,1011.9734
2019-10-27 20:38:24,56038,1011.95654
2019-10-27 20:38:25,57037,1011.9719
2019-10-27 20:38:26,58041,1011.9634
2019-10-27 20:38:27,59041,1011.9675
2019-10-27 20:38:28,60041,1011.96484
2019-10-27 20:38:29,61042,1011.97534
2019-10-27 20:38:30,62039,1011.97534
2019-10-27 20:38:31,63037,1011.97534
2019-10-27 20:38:32,64053,1011.97534
2019-10-27 20:38:33,65034,1011.97534
2019-10-27 20:38:34,66034,1011.97534
2019-10-27 20:38:35,67039,1011.97534
2019-10-27 20:38:36,68040,1011.97534
2019-10-27 20:38:37,69041,1011.97534
2019-10-27 20:38:38,70040,1011.97534
2019-10-27 20:38:39,71019,1011.97534
2019-10-27 20:38:40,72007,1011.97534
2019-10-27 20:38:41,73017,1011.97534
2019-10-27 20:38:42,74033,1011.97534
2019-10-27 20:38:43,75025,1011.97534
2019-10-27 20:38:44,76013,1011.97534
2019-10-27 20:38:45,77042,1011.97534
2019-10-27 20:38:46,78042,1011.97534
2019-10-27 20:38:47,79015,1011.97534
2019-10-27 20:38:48,80041,1011.97534
2019-10-27 20:38:49,81041,1011.97534
2019-10-27 20:38:50,82035,1011.97534
2019-10-27 20:38:51,83034,1011.97534
2019-10-27 20:38:52,84038,1011.97534
2019-10-27 20:38:53,85028,1011.97534
2019-10-27 20:38:54,86041,1011.97534
2019-10-27 20:38:55,87039,1011.97534
2019-10-27 20:38:56,88023,1011.97534
2019-10-27 20:38:57,89037,1011.97534
2019-10-27 20:38:58,90034,1011.97534
2019-10-27 20:40:53,205715,1011.97534
2019-10-27 20:40:53,205715,1011.97534
2019-10-27 20:40:53,205715,1011.97534
2019-10-27 20:40:53,205715,1011.97534
2019-10-27 20:40:53,205715,1011.97534
2019-10-27 20:40:53,205715,1011.97534
2019-10-27 20:40:53,205715,1011.97534
2019-10-27 20:40:53,205715,1011.97534
2019-10-27 20:40:53,205715,1011.97534
2019-10-27 20:40:53,205715,1011.97534
