Timestamp,Milliseconds,Latitude,Longitude,Altitude
2019-10-27 20:37:28,1,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:37:29,1001,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:37:30,2001,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:37:31,3001,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:37:32,4002,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:37:33,5001,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:37:34,6001,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:37:35,7001,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:37:36,8002,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:37:37,9002,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:37:38,10001,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:37:39,11002,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:37:40,12002,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:37:41,13001,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:37:42,14002,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:37:43,15001,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:37:44,16002,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:37:45,17001,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:37:46,18001,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:37:47,19001,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:37:48,20001,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:37:49,21001,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:37:50,22002,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:37:51,23001,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:37:52,24001,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:37:53,25001,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:37:54,26001,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:37:55,27001,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:37:56,28002,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:37:57,29001,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:37:58,30001,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:37:59,31001,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:38:00,32036,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:38:01,33042,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:38:02,34039,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:38:03,35039,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:38:04,36041,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:38:05,37039,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:38:06,38040,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:38:07,39041,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:38:08,40039,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:38:09,41040,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:38:10,42039,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:38:11,43040,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:38:12,44040,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:38:13,45031,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:38:14,46039,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:38:15,47041,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:38:16,48039,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:38:17,49039,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:38:18,50039,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:38:19,51039,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:38:20,52041,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:38:21,53037,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:38:22,54035,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:38:23,55039,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:38:24,56040,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:38:25,57039,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:38:26,58039,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:38:27,59042,25.0074782,121.5387452,31.700000762939453
2019-10-27 20:38:28,60039,25.0074782,121.5387452,31.700000762939453
